Id,DateAware,DateSubmitted,DataBreachCause,DateStart,DateEnd,Name,CyberattackType,WashingtoniansAffected,IndustryType,BusinessType,InformationType,Year,WashingtoniansAffectedRange,BreachLifecycleRange
10392,12/22/2020 12:00:00 AM,01/19/2021 12:00:00 AM,Cyberattack,2020-02-07T00:00:00,2020-05-20T00:00:00,Helen Keller International,Ransomware,534,Non-Profit/Charity,,Full Date of Birth,2021,500-999,300-399
10393,12/14/2020 12:00:00 AM,01/21/2021 12:00:00 AM,Cyberattack,2020-11-08T00:00:00,2020-11-09T00:00:00,Cardinal Financial Company,,925,Finance,,Name,2021,500-999,1-99
10393,12/14/2020 12:00:00 AM,01/21/2021 12:00:00 AM,Cyberattack,2020-11-08T00:00:00,2020-11-09T00:00:00,Cardinal Financial Company,,925,Finance,,Full Date of Birth,2021,500-999,1-99
10393,12/14/2020 12:00:00 AM,01/21/2021 12:00:00 AM,Cyberattack,2020-11-08T00:00:00,2020-11-09T00:00:00,Cardinal Financial Company,,925,Finance,,Other,2021,500-999,1-99
10394,08/01/2020 12:00:00 AM,01/25/2021 12:00:00 AM,Cyberattack,,,American Frame Corporation,Ransomware,954,Business,Retail,Name,2021,500-999,Unknown
10394,08/01/2020 12:00:00 AM,01/25/2021 12:00:00 AM,Cyberattack,,,American Frame Corporation,Ransomware,954,Business,Retail,Social Security Number,2021,500-999,Unknown
10394,08/01/2020 12:00:00 AM,01/25/2021 12:00:00 AM,Cyberattack,,,American Frame Corporation,Ransomware,954,Business,Retail,Financial & Banking Information,2021,500-999,Unknown
10394,08/01/2020 12:00:00 AM,01/25/2021 12:00:00 AM,Cyberattack,,,American Frame Corporation,Ransomware,954,Business,Retail,Other,2021,500-999,Unknown
10395,08/10/2020 12:00:00 AM,01/25/2021 12:00:00 AM,Cyberattack,2020-08-05T00:00:00,2020-08-17T00:00:00,Einstein Healthcare Network,Phishing,1197,Health,,Name,2021,"1,000-9,999",1-99
10395,08/10/2020 12:00:00 AM,01/25/2021 12:00:00 AM,Cyberattack,2020-08-05T00:00:00,2020-08-17T00:00:00,Einstein Healthcare Network,Phishing,1197,Health,,Social Security Number,2021,"1,000-9,999",1-99
10395,08/10/2020 12:00:00 AM,01/25/2021 12:00:00 AM,Cyberattack,2020-08-05T00:00:00,2020-08-17T00:00:00,Einstein Healthcare Network,Phishing,1197,Health,,Full Date of Birth,2021,"1,000-9,999",1-99
10395,08/10/2020 12:00:00 AM,01/25/2021 12:00:00 AM,Cyberattack,2020-08-05T00:00:00,2020-08-17T00:00:00,Einstein Healthcare Network,Phishing,1197,Health,,Health Insurance Policy or ID Number,2021,"1,000-9,999",1-99
10395,08/10/2020 12:00:00 AM,01/25/2021 12:00:00 AM,Cyberattack,2020-08-05T00:00:00,2020-08-17T00:00:00,Einstein Healthcare Network,Phishing,1197,Health,,Medical Information,2021,"1,000-9,999",1-99
10396,08/17/2020 12:00:00 AM,01/26/2021 12:00:00 AM,Cyberattack,,,"Bosley, Inc.",Ransomware,1936,Business,Other,Name,2021,"1,000-9,999",Unknown
10396,08/17/2020 12:00:00 AM,01/26/2021 12:00:00 AM,Cyberattack,,,"Bosley, Inc.",Ransomware,1936,Business,Other,Social Security Number,2021,"1,000-9,999",Unknown
10396,08/17/2020 12:00:00 AM,01/26/2021 12:00:00 AM,Cyberattack,,,"Bosley, Inc.",Ransomware,1936,Business,Other,Driver's License or Washington ID Card Number,2021,"1,000-9,999",Unknown
10396,08/17/2020 12:00:00 AM,01/26/2021 12:00:00 AM,Cyberattack,,,"Bosley, Inc.",Ransomware,1936,Business,Other,Financial & Banking Information,2021,"1,000-9,999",Unknown
10397,07/25/2020 12:00:00 AM,01/26/2021 12:00:00 AM,Cyberattack,2020-04-05T00:00:00,2020-08-06T00:00:00,Puget Sound Educational Service District,Phishing,32419,Education,,Name,2021,"10,000-49,999",100-199
10397,07/25/2020 12:00:00 AM,01/26/2021 12:00:00 AM,Cyberattack,2020-04-05T00:00:00,2020-08-06T00:00:00,Puget Sound Educational Service District,Phishing,32419,Education,,Social Security Number,2021,"10,000-49,999",100-199
10397,07/25/2020 12:00:00 AM,01/26/2021 12:00:00 AM,Cyberattack,2020-04-05T00:00:00,2020-08-06T00:00:00,Puget Sound Educational Service District,Phishing,32419,Education,,Financial & Banking Information,2021,"10,000-49,999",100-199
10397,07/25/2020 12:00:00 AM,01/26/2021 12:00:00 AM,Cyberattack,2020-04-05T00:00:00,2020-08-06T00:00:00,Puget Sound Educational Service District,Phishing,32419,Education,,Full Date of Birth,2021,"10,000-49,999",100-199
10397,07/25/2020 12:00:00 AM,01/26/2021 12:00:00 AM,Cyberattack,2020-04-05T00:00:00,2020-08-06T00:00:00,Puget Sound Educational Service District,Phishing,32419,Education,,Unique Private Key (e.g. used to authenticate or sign an electronic record),2021,"10,000-49,999",100-199
10397,07/25/2020 12:00:00 AM,01/26/2021 12:00:00 AM,Cyberattack,2020-04-05T00:00:00,2020-08-06T00:00:00,Puget Sound Educational Service District,Phishing,32419,Education,,Health Insurance Policy or ID Number,2021,"10,000-49,999",100-199
10397,07/25/2020 12:00:00 AM,01/26/2021 12:00:00 AM,Cyberattack,2020-04-05T00:00:00,2020-08-06T00:00:00,Puget Sound Educational Service District,Phishing,32419,Education,,Medical Information,2021,"10,000-49,999",100-199
10397,07/25/2020 12:00:00 AM,01/26/2021 12:00:00 AM,Cyberattack,2020-04-05T00:00:00,2020-08-06T00:00:00,Puget Sound Educational Service District,Phishing,32419,Education,,Username and Password/Security Question Answers,2021,"10,000-49,999",100-199
10397,07/25/2020 12:00:00 AM,01/26/2021 12:00:00 AM,Cyberattack,2020-04-05T00:00:00,2020-08-06T00:00:00,Puget Sound Educational Service District,Phishing,32419,Education,,Other,2021,"10,000-49,999",100-199
10398,08/31/2020 12:00:00 AM,01/27/2021 12:00:00 AM,Cyberattack,2020-08-28T00:00:00,2020-08-29T00:00:00,Absher Construction Company,Malware,1527,Business,Construction,Name,2021,"1,000-9,999",1-99
10398,08/31/2020 12:00:00 AM,01/27/2021 12:00:00 AM,Cyberattack,2020-08-28T00:00:00,2020-08-29T00:00:00,Absher Construction Company,Malware,1527,Business,Construction,Social Security Number,2021,"1,000-9,999",1-99
10398,08/31/2020 12:00:00 AM,01/27/2021 12:00:00 AM,Cyberattack,2020-08-28T00:00:00,2020-08-29T00:00:00,Absher Construction Company,Malware,1527,Business,Construction,Driver's License or Washington ID Card Number,2021,"1,000-9,999",1-99
10398,08/31/2020 12:00:00 AM,01/27/2021 12:00:00 AM,Cyberattack,2020-08-28T00:00:00,2020-08-29T00:00:00,Absher Construction Company,Malware,1527,Business,Construction,Financial & Banking Information,2021,"1,000-9,999",1-99
10398,08/31/2020 12:00:00 AM,01/27/2021 12:00:00 AM,Cyberattack,2020-08-28T00:00:00,2020-08-29T00:00:00,Absher Construction Company,Malware,1527,Business,Construction,Full Date of Birth,2021,"1,000-9,999",1-99
10399,12/28/2020 12:00:00 AM,01/26/2021 12:00:00 AM,Cyberattack,2020-12-28T00:00:00,2020-12-28T00:00:00,thyssenkrupp Materials,Ransomware,1250,Business,Manufacturing,Name,2021,"1,000-9,999",0
10399,12/28/2020 12:00:00 AM,01/26/2021 12:00:00 AM,Cyberattack,2020-12-28T00:00:00,2020-12-28T00:00:00,thyssenkrupp Materials,Ransomware,1250,Business,Manufacturing,Social Security Number,2021,"1,000-9,999",0
10399,12/28/2020 12:00:00 AM,01/26/2021 12:00:00 AM,Cyberattack,2020-12-28T00:00:00,2020-12-28T00:00:00,thyssenkrupp Materials,Ransomware,1250,Business,Manufacturing,Financial & Banking Information,2021,"1,000-9,999",0
10399,12/28/2020 12:00:00 AM,01/26/2021 12:00:00 AM,Cyberattack,2020-12-28T00:00:00,2020-12-28T00:00:00,thyssenkrupp Materials,Ransomware,1250,Business,Manufacturing,Full Date of Birth,2021,"1,000-9,999",0
10399,12/28/2020 12:00:00 AM,01/26/2021 12:00:00 AM,Cyberattack,2020-12-28T00:00:00,2020-12-28T00:00:00,thyssenkrupp Materials,Ransomware,1250,Business,Manufacturing,Medical Information,2021,"1,000-9,999",0
10399,12/28/2020 12:00:00 AM,01/26/2021 12:00:00 AM,Cyberattack,2020-12-28T00:00:00,2020-12-28T00:00:00,thyssenkrupp Materials,Ransomware,1250,Business,Manufacturing,Other,2021,"1,000-9,999",0
10400,01/03/2021 12:00:00 AM,02/02/2021 12:00:00 AM,Cyberattack,2021-01-03T00:00:00,,The Brotherhood's Relief & Compensation Fund,Ransomware,1563,Non-Profit/Charity,,Financial & Banking Information,2021,"1,000-9,999",Unknown
10400,01/03/2021 12:00:00 AM,02/02/2021 12:00:00 AM,Cyberattack,2021-01-03T00:00:00,,The Brotherhood's Relief & Compensation Fund,Ransomware,1563,Non-Profit/Charity,,Full Date of Birth,2021,"1,000-9,999",Unknown
10400,01/03/2021 12:00:00 AM,02/02/2021 12:00:00 AM,Cyberattack,2021-01-03T00:00:00,,The Brotherhood's Relief & Compensation Fund,Ransomware,1563,Non-Profit/Charity,,Other,2021,"1,000-9,999",Unknown
10400,01/03/2021 12:00:00 AM,02/02/2021 12:00:00 AM,Cyberattack,2021-01-03T00:00:00,,The Brotherhood's Relief & Compensation Fund,Ransomware,1563,Non-Profit/Charity,,Name,2021,"1,000-9,999",Unknown
10400,01/03/2021 12:00:00 AM,02/02/2021 12:00:00 AM,Cyberattack,2021-01-03T00:00:00,,The Brotherhood's Relief & Compensation Fund,Ransomware,1563,Non-Profit/Charity,,Social Security Number,2021,"1,000-9,999",Unknown
10401,01/12/2021 12:00:00 AM,02/12/2021 12:00:00 AM,Cyberattack,,,Washington State Auditor's Office,Malware,1420520,Government,,Name,2021,"1,000,000+",Unknown
10401,01/12/2021 12:00:00 AM,02/12/2021 12:00:00 AM,Cyberattack,,,Washington State Auditor's Office,Malware,1420520,Government,,Social Security Number,2021,"1,000,000+",Unknown
10401,01/12/2021 12:00:00 AM,02/12/2021 12:00:00 AM,Cyberattack,,,Washington State Auditor's Office,Malware,1420520,Government,,Financial & Banking Information,2021,"1,000,000+",Unknown
10401,01/12/2021 12:00:00 AM,02/12/2021 12:00:00 AM,Cyberattack,,,Washington State Auditor's Office,Malware,1420520,Government,,Full Date of Birth,2021,"1,000,000+",Unknown
10401,01/12/2021 12:00:00 AM,02/12/2021 12:00:00 AM,Cyberattack,,,Washington State Auditor's Office,Malware,1420520,Government,,Student ID Number,2021,"1,000,000+",Unknown
10401,01/12/2021 12:00:00 AM,02/12/2021 12:00:00 AM,Cyberattack,,,Washington State Auditor's Office,Malware,1420520,Government,,Health Insurance Policy or ID Number,2021,"1,000,000+",Unknown
10401,01/12/2021 12:00:00 AM,02/12/2021 12:00:00 AM,Cyberattack,,,Washington State Auditor's Office,Malware,1420520,Government,,Other,2021,"1,000,000+",Unknown
10402,01/14/2021 12:00:00 AM,02/17/2021 12:00:00 AM,Cyberattack,2020-12-03T00:00:00,2021-01-14T00:00:00,"Woodcreek Provider Services, LLC",Ransomware,25917,Health,,Name,2021,"10,000-49,999",1-99
10402,01/14/2021 12:00:00 AM,02/17/2021 12:00:00 AM,Cyberattack,2020-12-03T00:00:00,2021-01-14T00:00:00,"Woodcreek Provider Services, LLC",Ransomware,25917,Health,,Social Security Number,2021,"10,000-49,999",1-99
10402,01/14/2021 12:00:00 AM,02/17/2021 12:00:00 AM,Cyberattack,2020-12-03T00:00:00,2021-01-14T00:00:00,"Woodcreek Provider Services, LLC",Ransomware,25917,Health,,Financial & Banking Information,2021,"10,000-49,999",1-99
10402,01/14/2021 12:00:00 AM,02/17/2021 12:00:00 AM,Cyberattack,2020-12-03T00:00:00,2021-01-14T00:00:00,"Woodcreek Provider Services, LLC",Ransomware,25917,Health,,Full Date of Birth,2021,"10,000-49,999",1-99
10402,01/14/2021 12:00:00 AM,02/17/2021 12:00:00 AM,Cyberattack,2020-12-03T00:00:00,2021-01-14T00:00:00,"Woodcreek Provider Services, LLC",Ransomware,25917,Health,,Student ID Number,2021,"10,000-49,999",1-99
10402,01/14/2021 12:00:00 AM,02/17/2021 12:00:00 AM,Cyberattack,2020-12-03T00:00:00,2021-01-14T00:00:00,"Woodcreek Provider Services, LLC",Ransomware,25917,Health,,Health Insurance Policy or ID Number,2021,"10,000-49,999",1-99
10402,01/14/2021 12:00:00 AM,02/17/2021 12:00:00 AM,Cyberattack,2020-12-03T00:00:00,2021-01-14T00:00:00,"Woodcreek Provider Services, LLC",Ransomware,25917,Health,,Medical Information,2021,"10,000-49,999",1-99
10402,01/14/2021 12:00:00 AM,02/17/2021 12:00:00 AM,Cyberattack,2020-12-03T00:00:00,2021-01-14T00:00:00,"Woodcreek Provider Services, LLC",Ransomware,25917,Health,,Other,2021,"10,000-49,999",1-99
10405,01/23/2021 12:00:00 AM,02/19/2021 12:00:00 AM,Cyberattack,2020-12-24T00:00:00,2020-12-29T00:00:00,The Kroger Co.,Malware,153800,Business,Retail,Name,2021,"50,000-999,999",1-99
10405,01/23/2021 12:00:00 AM,02/19/2021 12:00:00 AM,Cyberattack,2020-12-24T00:00:00,2020-12-29T00:00:00,The Kroger Co.,Malware,153800,Business,Retail,Social Security Number,2021,"50,000-999,999",1-99
10405,01/23/2021 12:00:00 AM,02/19/2021 12:00:00 AM,Cyberattack,2020-12-24T00:00:00,2020-12-29T00:00:00,The Kroger Co.,Malware,153800,Business,Retail,Full Date of Birth,2021,"50,000-999,999",1-99
10405,01/23/2021 12:00:00 AM,02/19/2021 12:00:00 AM,Cyberattack,2020-12-24T00:00:00,2020-12-29T00:00:00,The Kroger Co.,Malware,153800,Business,Retail,Medical Information,2021,"50,000-999,999",1-99
10405,01/23/2021 12:00:00 AM,02/19/2021 12:00:00 AM,Cyberattack,2020-12-24T00:00:00,2020-12-29T00:00:00,The Kroger Co.,Malware,153800,Business,Retail,Other,2021,"50,000-999,999",1-99
10406,12/22/2020 12:00:00 AM,02/23/2021 12:00:00 AM,Theft or Mistake,2020-10-12T00:00:00,2020-12-16T00:00:00,Humana,,675,Health,,Name,2021,500-999,1-99
10406,12/22/2020 12:00:00 AM,02/23/2021 12:00:00 AM,Theft or Mistake,2020-10-12T00:00:00,2020-12-16T00:00:00,Humana,,675,Health,,Social Security Number,2021,500-999,1-99
10406,12/22/2020 12:00:00 AM,02/23/2021 12:00:00 AM,Theft or Mistake,2020-10-12T00:00:00,2020-12-16T00:00:00,Humana,,675,Health,,Full Date of Birth,2021,500-999,1-99
10406,12/22/2020 12:00:00 AM,02/23/2021 12:00:00 AM,Theft or Mistake,2020-10-12T00:00:00,2020-12-16T00:00:00,Humana,,675,Health,,Medical Information,2021,500-999,1-99
10406,12/22/2020 12:00:00 AM,02/23/2021 12:00:00 AM,Theft or Mistake,2020-10-12T00:00:00,2020-12-16T00:00:00,Humana,,675,Health,,Other,2021,500-999,1-99
10407,02/11/2021 12:00:00 AM,02/23/2021 12:00:00 AM,Cyberattack,2021-02-03T00:00:00,,Lakewood Water District,Ransomware,14877,Government,,Name,2021,"10,000-49,999",Unknown
10407,02/11/2021 12:00:00 AM,02/23/2021 12:00:00 AM,Cyberattack,2021-02-03T00:00:00,,Lakewood Water District,Ransomware,14877,Government,,Financial & Banking Information,2021,"10,000-49,999",Unknown
10407,02/11/2021 12:00:00 AM,02/23/2021 12:00:00 AM,Cyberattack,2021-02-03T00:00:00,,Lakewood Water District,Ransomware,14877,Government,,Other,2021,"10,000-49,999",Unknown
10408,01/04/2021 12:00:00 AM,02/23/2021 12:00:00 AM,Cyberattack,,,Washington Education Association & Seattle Education Association,Ransomware,17415,Education,,Name,2021,"10,000-49,999",Unknown
10408,01/04/2021 12:00:00 AM,02/23/2021 12:00:00 AM,Cyberattack,,,Washington Education Association & Seattle Education Association,Ransomware,17415,Education,,Social Security Number,2021,"10,000-49,999",Unknown
10408,01/04/2021 12:00:00 AM,02/23/2021 12:00:00 AM,Cyberattack,,,Washington Education Association & Seattle Education Association,Ransomware,17415,Education,,Full Date of Birth,2021,"10,000-49,999",Unknown
10408,01/04/2021 12:00:00 AM,02/23/2021 12:00:00 AM,Cyberattack,,,Washington Education Association & Seattle Education Association,Ransomware,17415,Education,,Other,2021,"10,000-49,999",Unknown
10409,02/02/2021 12:00:00 AM,02/26/2021 12:00:00 AM,Cyberattack,,,"BSN Sports, LLC",Malware,523,Business,Accessories,Name,2021,500-999,Unknown
10409,02/02/2021 12:00:00 AM,02/26/2021 12:00:00 AM,Cyberattack,,,"BSN Sports, LLC",Malware,523,Business,Accessories,Financial & Banking Information,2021,500-999,Unknown
10410,01/28/2021 12:00:00 AM,02/27/2021 12:00:00 AM,Cyberattack,2020-07-01T00:00:00,2020-10-31T00:00:00,"Casemaker, LLC and Lawriter, LLC",Malware,1690,Business,Legal,Other,2021,"1,000-9,999",200-299
10410,01/28/2021 12:00:00 AM,02/27/2021 12:00:00 AM,Cyberattack,2020-07-01T00:00:00,2020-10-31T00:00:00,"Casemaker, LLC and Lawriter, LLC",Malware,1690,Business,Legal,Name,2021,"1,000-9,999",200-299
10410,01/28/2021 12:00:00 AM,02/27/2021 12:00:00 AM,Cyberattack,2020-07-01T00:00:00,2020-10-31T00:00:00,"Casemaker, LLC and Lawriter, LLC",Malware,1690,Business,Legal,Email Address and Password/Security Question Answers,2021,"1,000-9,999",200-299
10411,10/20/2020 12:00:00 AM,03/02/2021 12:00:00 AM,Cyberattack,,,Cardinal Logistics Management Corp.,Ransomware,1308,Business,Shipping,Name,2021,"1,000-9,999",Unknown
10411,10/20/2020 12:00:00 AM,03/02/2021 12:00:00 AM,Cyberattack,,,Cardinal Logistics Management Corp.,Ransomware,1308,Business,Shipping,Social Security Number,2021,"1,000-9,999",Unknown
10411,10/20/2020 12:00:00 AM,03/02/2021 12:00:00 AM,Cyberattack,,,Cardinal Logistics Management Corp.,Ransomware,1308,Business,Shipping,Financial & Banking Information,2021,"1,000-9,999",Unknown
10411,10/20/2020 12:00:00 AM,03/02/2021 12:00:00 AM,Cyberattack,,,Cardinal Logistics Management Corp.,Ransomware,1308,Business,Shipping,Full Date of Birth,2021,"1,000-9,999",Unknown
10411,10/20/2020 12:00:00 AM,03/02/2021 12:00:00 AM,Cyberattack,,,Cardinal Logistics Management Corp.,Ransomware,1308,Business,Shipping,Health Insurance Policy or ID Number,2021,"1,000-9,999",Unknown
10411,10/20/2020 12:00:00 AM,03/02/2021 12:00:00 AM,Cyberattack,,,Cardinal Logistics Management Corp.,Ransomware,1308,Business,Shipping,Medical Information,2021,"1,000-9,999",Unknown
10411,10/20/2020 12:00:00 AM,03/02/2021 12:00:00 AM,Cyberattack,,,Cardinal Logistics Management Corp.,Ransomware,1308,Business,Shipping,Other,2021,"1,000-9,999",Unknown
10412,02/09/2021 12:00:00 AM,03/02/2021 12:00:00 AM,Cyberattack,,,Northshore Utility District,Ransomware,4900,Government,,Name,2021,"1,000-9,999",Unknown
10412,02/09/2021 12:00:00 AM,03/02/2021 12:00:00 AM,Cyberattack,,,Northshore Utility District,Ransomware,4900,Government,,Financial & Banking Information,2021,"1,000-9,999",Unknown
10412,02/09/2021 12:00:00 AM,03/02/2021 12:00:00 AM,Cyberattack,,,Northshore Utility District,Ransomware,4900,Government,,Other,2021,"1,000-9,999",Unknown
10413,11/16/2020 12:00:00 AM,03/04/2021 12:00:00 AM,Cyberattack,,,Americold Realty Trust,Ransomware,3337,Business,Real Estate,Unique Private Key (e.g. used to authenticate or sign an electronic record),2021,"1,000-9,999",Unknown
10413,11/16/2020 12:00:00 AM,03/04/2021 12:00:00 AM,Cyberattack,,,Americold Realty Trust,Ransomware,3337,Business,Real Estate,Health Insurance Policy or ID Number,2021,"1,000-9,999",Unknown
10413,11/16/2020 12:00:00 AM,03/04/2021 12:00:00 AM,Cyberattack,,,Americold Realty Trust,Ransomware,3337,Business,Real Estate,Medical Information,2021,"1,000-9,999",Unknown
10413,11/16/2020 12:00:00 AM,03/04/2021 12:00:00 AM,Cyberattack,,,Americold Realty Trust,Ransomware,3337,Business,Real Estate,Biometric Data,2021,"1,000-9,999",Unknown
10413,11/16/2020 12:00:00 AM,03/04/2021 12:00:00 AM,Cyberattack,,,Americold Realty Trust,Ransomware,3337,Business,Real Estate,Username and Password/Security Question Answers,2021,"1,000-9,999",Unknown
10413,11/16/2020 12:00:00 AM,03/04/2021 12:00:00 AM,Cyberattack,,,Americold Realty Trust,Ransomware,3337,Business,Real Estate,Other,2021,"1,000-9,999",Unknown
10413,11/16/2020 12:00:00 AM,03/04/2021 12:00:00 AM,Cyberattack,,,Americold Realty Trust,Ransomware,3337,Business,Real Estate,Name,2021,"1,000-9,999",Unknown
10413,11/16/2020 12:00:00 AM,03/04/2021 12:00:00 AM,Cyberattack,,,Americold Realty Trust,Ransomware,3337,Business,Real Estate,Social Security Number,2021,"1,000-9,999",Unknown
10413,11/16/2020 12:00:00 AM,03/04/2021 12:00:00 AM,Cyberattack,,,Americold Realty Trust,Ransomware,3337,Business,Real Estate,Driver's License or Washington ID Card Number,2021,"1,000-9,999",Unknown
10413,11/16/2020 12:00:00 AM,03/04/2021 12:00:00 AM,Cyberattack,,,Americold Realty Trust,Ransomware,3337,Business,Real Estate,Financial & Banking Information,2021,"1,000-9,999",Unknown
10413,11/16/2020 12:00:00 AM,03/04/2021 12:00:00 AM,Cyberattack,,,Americold Realty Trust,Ransomware,3337,Business,Real Estate,Full Date of Birth,2021,"1,000-9,999",Unknown
10414,01/29/2021 12:00:00 AM,03/05/2021 12:00:00 AM,Cyberattack,2021-01-28T00:00:00,2021-01-31T00:00:00,American Armed Forces Mutual Aid Association,,4318,Non-Profit/Charity,,Name,2021,"1,000-9,999",1-99
10414,01/29/2021 12:00:00 AM,03/05/2021 12:00:00 AM,Cyberattack,2021-01-28T00:00:00,2021-01-31T00:00:00,American Armed Forces Mutual Aid Association,,4318,Non-Profit/Charity,,Social Security Number,2021,"1,000-9,999",1-99
10414,01/29/2021 12:00:00 AM,03/05/2021 12:00:00 AM,Cyberattack,2021-01-28T00:00:00,2021-01-31T00:00:00,American Armed Forces Mutual Aid Association,,4318,Non-Profit/Charity,,Financial & Banking Information,2021,"1,000-9,999",1-99
10414,01/29/2021 12:00:00 AM,03/05/2021 12:00:00 AM,Cyberattack,2021-01-28T00:00:00,2021-01-31T00:00:00,American Armed Forces Mutual Aid Association,,4318,Non-Profit/Charity,,Full Date of Birth,2021,"1,000-9,999",1-99
10414,01/29/2021 12:00:00 AM,03/05/2021 12:00:00 AM,Cyberattack,2021-01-28T00:00:00,2021-01-31T00:00:00,American Armed Forces Mutual Aid Association,,4318,Non-Profit/Charity,,Other,2021,"1,000-9,999",1-99
10415,10/15/2020 12:00:00 AM,04/04/2021 12:00:00 AM,Cyberattack,2020-10-06T00:00:00,2020-10-15T00:00:00,"RXLTC, PLLC & Prescription Pharmacy, PLLC",Phishing,560,Health,,Name,2021,500-999,1-99
10415,10/15/2020 12:00:00 AM,04/04/2021 12:00:00 AM,Cyberattack,2020-10-06T00:00:00,2020-10-15T00:00:00,"RXLTC, PLLC & Prescription Pharmacy, PLLC",Phishing,560,Health,,Social Security Number,2021,500-999,1-99
10415,10/15/2020 12:00:00 AM,04/04/2021 12:00:00 AM,Cyberattack,2020-10-06T00:00:00,2020-10-15T00:00:00,"RXLTC, PLLC & Prescription Pharmacy, PLLC",Phishing,560,Health,,Driver's License or Washington ID Card Number,2021,500-999,1-99
10415,10/15/2020 12:00:00 AM,04/04/2021 12:00:00 AM,Cyberattack,2020-10-06T00:00:00,2020-10-15T00:00:00,"RXLTC, PLLC & Prescription Pharmacy, PLLC",Phishing,560,Health,,Financial & Banking Information,2021,500-999,1-99
10415,10/15/2020 12:00:00 AM,04/04/2021 12:00:00 AM,Cyberattack,2020-10-06T00:00:00,2020-10-15T00:00:00,"RXLTC, PLLC & Prescription Pharmacy, PLLC",Phishing,560,Health,,Full Date of Birth,2021,500-999,1-99
10415,10/15/2020 12:00:00 AM,04/04/2021 12:00:00 AM,Cyberattack,2020-10-06T00:00:00,2020-10-15T00:00:00,"RXLTC, PLLC & Prescription Pharmacy, PLLC",Phishing,560,Health,,Medical Information,2021,500-999,1-99
10415,10/15/2020 12:00:00 AM,04/04/2021 12:00:00 AM,Cyberattack,2020-10-06T00:00:00,2020-10-15T00:00:00,"RXLTC, PLLC & Prescription Pharmacy, PLLC",Phishing,560,Health,,Other,2021,500-999,1-99
10416,10/16/2019 12:00:00 AM,11/14/2019 12:00:00 AM,Unauthorized Access,2019-07-09T00:00:00,2019-10-09T00:00:00,"Green Roads of Florida, LLC",,540,Business,Consumable,Name,2020,500-999,1-99
10416,10/16/2019 12:00:00 AM,11/14/2019 12:00:00 AM,Unauthorized Access,2019-07-09T00:00:00,2019-10-09T00:00:00,"Green Roads of Florida, LLC",,540,Business,Consumable,Financial & Banking Information,2020,500-999,1-99
10418,01/19/2021 12:00:00 AM,03/05/2021 12:00:00 AM,Cyberattack,2020-12-01T00:00:00,2021-01-20T00:00:00,Metromile Insurance Company,Malware,1400,Finance,,Name,2021,"1,000-9,999",1-99
10418,01/19/2021 12:00:00 AM,03/05/2021 12:00:00 AM,Cyberattack,2020-12-01T00:00:00,2021-01-20T00:00:00,Metromile Insurance Company,Malware,1400,Finance,,Driver's License or Washington ID Card Number,2021,"1,000-9,999",1-99
10418,01/19/2021 12:00:00 AM,03/05/2021 12:00:00 AM,Cyberattack,2020-12-01T00:00:00,2021-01-20T00:00:00,Metromile Insurance Company,Malware,1400,Finance,,Full Date of Birth,2021,"1,000-9,999",1-99
10419,11/20/2020 12:00:00 AM,03/10/2021 12:00:00 AM,Unauthorized Access,2020-11-07T00:00:00,2020-11-08T00:00:00,"Mead Johnson & Company, LLC",,2828,Business,Consumable,Name,2021,"1,000-9,999",1-99
10419,11/20/2020 12:00:00 AM,03/10/2021 12:00:00 AM,Unauthorized Access,2020-11-07T00:00:00,2020-11-08T00:00:00,"Mead Johnson & Company, LLC",,2828,Business,Consumable,Full Date of Birth,2021,"1,000-9,999",1-99
10420,02/04/2021 12:00:00 AM,03/10/2021 12:00:00 AM,Cyberattack,,,Public Utility District No. 1 of Skagit County,Ransomware,23935,Government,,Name,2021,"10,000-49,999",Unknown
10420,02/04/2021 12:00:00 AM,03/10/2021 12:00:00 AM,Cyberattack,,,Public Utility District No. 1 of Skagit County,Ransomware,23935,Government,,Financial & Banking Information,2021,"10,000-49,999",Unknown
10420,02/04/2021 12:00:00 AM,03/10/2021 12:00:00 AM,Cyberattack,,,Public Utility District No. 1 of Skagit County,Ransomware,23935,Government,,Other,2021,"10,000-49,999",Unknown
10421,03/09/2021 12:00:00 AM,03/11/2021 12:00:00 AM,Cyberattack,,,Pan-American Life Insurance Group,Phishing,599,Finance,,Name,2021,500-999,Unknown
10421,03/09/2021 12:00:00 AM,03/11/2021 12:00:00 AM,Cyberattack,,,Pan-American Life Insurance Group,Phishing,599,Finance,,Social Security Number,2021,500-999,Unknown
10421,03/09/2021 12:00:00 AM,03/11/2021 12:00:00 AM,Cyberattack,,,Pan-American Life Insurance Group,Phishing,599,Finance,,Driver's License or Washington ID Card Number,2021,500-999,Unknown
10421,03/09/2021 12:00:00 AM,03/11/2021 12:00:00 AM,Cyberattack,,,Pan-American Life Insurance Group,Phishing,599,Finance,,Financial & Banking Information,2021,500-999,Unknown
10421,03/09/2021 12:00:00 AM,03/11/2021 12:00:00 AM,Cyberattack,,,Pan-American Life Insurance Group,Phishing,599,Finance,,Full Date of Birth,2021,500-999,Unknown
10421,03/09/2021 12:00:00 AM,03/11/2021 12:00:00 AM,Cyberattack,,,Pan-American Life Insurance Group,Phishing,599,Finance,,Passport Number,2021,500-999,Unknown
